TimeUS,GyrX,GyrY,GyrZ,Roll,Pitch,Yaw,C1,C2,C3,C4,TimeSec
67719568,0.0009354754583910108,0.0009188289986923337,0.0009470641962252557,0.06924817711114883,0.05661569535732269,354.5765075683594,1000.0,1000.0,1000.0,1000.0,2.080001
67719568,0.0010107086272910237,0.0007110347505658865,0.0009967619553208351,0.06924817711114883,0.05661569535732269,354.5765075683594,1000.0,1000.0,1000.0,1000.0,2.080001
67759552,0.000988605199381709,0.0011881738901138306,0.0007014369475655258,0.06912945955991745,0.05638071894645691,354.5749206542969,1000.0,1000.0,1000.0,1000.0,2.119985
67759552,0.0009829127229750156,0.0009679821087047458,0.0009620037744753063,0.06912945955991745,0.05638071894645691,354.5749206542969,1000.0,1000.0,1000.0,1000.0,2.119985
67799536,0.0011840437073260546,0.000975474831648171,0.0008396993507631123,0.06912945955991745,0.05638071894645691,354.5749206542969,1000.0,1000.0,1000.0,1000.0,2.159969
67799536,0.0009015289251692593,0.0010227005695924163,0.0009711760794743896,0.06912945955991745,0.05638071894645691,354.5749206542969,1000.0,1000.0,1000.0,1000.0,2.159969
67839520,0.000984324375167489,0.000933414907194674,0.0009255807381123304,0.06925877183675766,0.05656697601079941,354.5732116699219,1000.0,1000.0,1000.0,1000.0,2.199953
67839520,0.0011578898411244154,0.0009782962733879685,0.001002988312393427,0.06925877183675766,0.05656697601079941,354.5732116699219,1000.0,1000.0,1000.0,1000.0,2.199953
67879504,0.0008568463381379843,0.0009923598263412714,0.0009933600667864084,0.06925877183675766,0.05656697601079941,354.5732116699219,1000.0,1000.0,1000.0,1000.0,2.239937
67879504,0.0011592828668653965,0.0011152680963277817,0.0009847364854067564,0.06925877183675766,0.05656697601079941,354.5732116699219,1000.0,1000.0,1000.0,1000.0,2.239937
67919488,0.0009894436225295067,0.0009760240209288895,0.0009855767711997032,0.06925877183675766,0.05656697601079941,354.5732116699219,1000.0,1000.0,1000.0,1000.0,2.279921
67919488,0.001126547809690237,0.0009110517567023635,0.0008696775184944272,0.06925877183675766,0.05656697601079941,354.5732116699219,1000.0,1000.0,1000.0,1000.0,2.279921
67959472,0.0009118359303101897,0.0009268923895433545,0.0009165658848360181,0.0690954402089119,0.056393373757600784,354.5716552734375,1000.0,1000.0,1000.0,1000.0,2.319905
67959472,0.0009411433129571378,0.0008481869590468705,0.0008243372431024909,0.0690954402089119,0.056393373757600784,354.5716552734375,1000.0,1000.0,1000.0,1000.0,2.319905
67999456,0.0009404894080944359,0.0009797896491363645,0.0009529051603749394,0.0690954402089119,0.056393373757600784,354.5716552734375,1000.0,1000.0,1000.0,1000.0,2.359889
67999456,0.0009063099278137088,0.0009543447522446513,0.0010110893053933978,0.0690954402089119,0.056393373757600784,354.5716552734375,1000.0,1000.0,1000.0,1000.0,2.359889
68039440,0.000943375111091882,0.0007652804488316178,0.0009006866021081805,0.06928928941488266,0.05660706385970116,354.5697326660156,1000.0,1000.0,1000.0,1000.0,2.399873
68039440,0.0009629474370740354,0.0009713659528642893,0.0008900283719412982,0.06928928941488266,0.05660706385970116,354.5697326660156,1000.0,1000.0,1000.0,1000.0,2.399873
68079424,0.0009349234751425683,0.0009114243439398706,0.001059333560988307,0.06928928941488266,0.05660706385970116,354.5697326660156,1000.0,1000.0,1000.0,1000.0,2.439857
68079424,0.001097212079912424,0.0009044770849868655,0.0008735271403566003,0.06928928941488266,0.05660706385970116,354.5697326660156,1000.0,1000.0,1000.0,1000.0,2.439857
68119408,0.0009569966932758689,0.000959336175583303,0.0010067463153973222,0.06928928941488266,0.05660706385970116,354.5697326660156,1000.0,1000.0,1000.0,1000.0,2.479841
68119408,0.0009375429362989962,0.0006094208220019937,0.0010673203505575657,0.06928928941488266,0.05660706385970116,354.5697326660156,1000.0,1000.0,1000.0,1000.0,2.479841
68159392,0.0010217762319371104,0.0009825695306062698,0.0009760352550074458,0.06909698247909546,0.05634063854813576,354.5682373046875,1000.0,1000.0,1000.0,1000.0,2.519825
68159392,0.0011633428512141109,0.0009821547428146005,0.0010413546115159988,0.06909698247909546,0.05634063854813576,354.5682373046875,1000.0,1000.0,1000.0,1000.0,2.519825
